"装备ID。第一位数字一定要保证是2，不能重复"	"装备名称"	"穿戴模型,ID规则是装备ID+标记位"	"默认升级等级"	"模板起始ID(EquipTemplateConfig)"	"可升星等级"	"套装ID"	"随机技能池"	"技能出现几率"	"斩位值"	"斩位强化值"	"精炼银币消耗"	"装备类型对应的底图"	"可开放宝石孔数目"	"是否为MF顶级进阶装备，橙装才填是"	"装备品质是否固定，全固定和半固定必须填是"	"时装翅膀是否可升级（只针对时装翅膀）"	"附加属性ID（对应ItemEquipExtend表）"	"是否可升级"	"是否可升星"	"是否可洗练"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	""	""	
"20812006"	"280级裤子-品质1套装2"	""	""	"81000600"	"3"	"8120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812007"	"280级靴子-品质1套装2"	""	""	"81000700"	"3"	"8120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812008"	"280级项链-品质1套装2"	""	""	"81000800"	"3"	"8120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812009"	"280级护腕-品质1套装2"	""	""	"81000900"	"3"	"8120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812010"	"280级左戒-品质1套装2"	""	""	"81001000"	"3"	"8120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812011"	"280级右戒-品质1套装2"	""	""	"81001100"	"3"	"8120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812101"	"280级转剑武器-品质1套装2"	"800001"	""	"81000100"	"3"	"8121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812102"	"280级转剑头盔-品质1套装2"	"800002"	""	"81000200"	"3"	"8121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812103"	"280级转剑衣服-品质1套装2"	"800003"	""	"81000300"	"3"	"8121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812112"	"280级转剑饰品-品质1套装2"	"800012"	""	"81001200"	"3"	"8121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812201"	"280级天威武器-品质1套装2"	"800001"	""	"81000100"	"3"	"8122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812202"	"280级天威头盔-品质1套装2"	"800002"	""	"81000200"	"3"	"8122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812203"	"280级天威衣服-品质1套装2"	"800003"	""	"81000300"	"3"	"8122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812212"	"280级天威饰品-品质1套装2"	"800012"	""	"81001200"	"3"	"8122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812301"	"280级云锦武器-品质1套装2"	"800001"	""	"81000100"	"3"	"8123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812302"	"280级云锦头盔-品质1套装2"	"800002"	""	"81000200"	"3"	"8123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812303"	"280级云锦衣服-品质1套装2"	"800003"	""	"81000300"	"3"	"8123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812312"	"280级云锦饰品-品质1套装2"	"800012"	""	"81001200"	"3"	"8123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821004"	"280级护肩-品质2套装1"	""	""	"82000400"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821005"	"280级腰带-品质2套装1"	""	""	"82000500"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821006"	"280级裤子-品质2套装1"	""	""	"82000600"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821007"	"280级靴子-品质2套装1"	""	""	"82000700"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821008"	"280级项链-品质2套装1"	""	""	"82000800"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821009"	"280级护腕-品质2套装1"	""	""	"82000900"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821010"	"280级左戒-品质2套装1"	""	""	"82001000"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821011"	"280级右戒-品质2套装1"	""	""	"82001100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821101"	"280级转剑武器-品质2套装1"	"800001"	""	"82000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821102"	"280级转剑头盔-品质2套装1"	"800002"	""	"82000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821103"	"280级转剑衣服-品质2套装1"	"800003"	""	"82000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821112"	"280级转剑饰品-品质2套装1"	"800012"	""	"82001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821201"	"280级天威武器-品质2套装1"	"800001"	""	"82000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821202"	"280级天威头盔-品质2套装1"	"800002"	""	"82000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821203"	"280级天威衣服-品质2套装1"	"800003"	""	"82000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821212"	"280级天威饰品-品质2套装1"	"800012"	""	"82001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821301"	"280级云锦武器-品质2套装1"	"800001"	""	"82000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821302"	"280级云锦头盔-品质2套装1"	"800002"	""	"82000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821303"	"280级云锦衣服-品质2套装1"	"800003"	""	"82000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20821312"	"280级云锦饰品-品质2套装1"	"800012"	""	"82001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822004"	"280级护肩-品质2套装2"	""	""	"82000400"	"6"	"8220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822005"	"280级腰带-品质2套装2"	""	""	"82000500"	"6"	"8220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822006"	"280级裤子-品质2套装2"	""	""	"82000600"	"6"	"8220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822007"	"280级靴子-品质2套装2"	""	""	"82000700"	"6"	"8220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822008"	"280级项链-品质2套装2"	""	""	"82000800"	"6"	"8220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822009"	"280级护腕-品质2套装2"	""	""	"82000900"	"6"	"8220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822010"	"280级左戒-品质2套装2"	""	""	"82001000"	"6"	"8220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822011"	"280级右戒-品质2套装2"	""	""	"82001100"	"6"	"8220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822101"	"280级转剑武器-品质2套装2"	"800001"	""	"82000100"	"6"	"8221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822102"	"280级转剑头盔-品质2套装2"	"800002"	""	"82000200"	"6"	"8221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822103"	"280级转剑衣服-品质2套装2"	"800003"	""	"82000300"	"6"	"8221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822112"	"280级转剑饰品-品质2套装2"	"800012"	""	"82001200"	"6"	"8221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822201"	"280级天威武器-品质2套装2"	"800001"	""	"82000100"	"6"	"8222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822202"	"280级天威头盔-品质2套装2"	"800002"	""	"82000200"	"6"	"8222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822203"	"280级天威衣服-品质2套装2"	"800003"	""	"82000300"	"6"	"8222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822212"	"280级天威饰品-品质2套装2"	"800012"	""	"82001200"	"6"	"8222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822301"	"280级云锦武器-品质2套装2"	"800001"	""	"82000100"	"6"	"8223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822302"	"280级云锦头盔-品质2套装2"	"800002"	""	"82000200"	"6"	"8223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822303"	"280级云锦衣服-品质2套装2"	"800003"	""	"82000300"	"6"	"8223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20822312"	"280级云锦饰品-品质2套装2"	"800012"	""	"82001200"	"6"	"8223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831004"	"280级护肩-品质3套装1"	""	""	"83000400"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831005"	"280级腰带-品质3套装1"	""	""	"83000500"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831006"	"280级裤子-品质3套装1"	""	""	"83000600"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831007"	"280级靴子-品质3套装1"	""	""	"83000700"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831008"	"280级项链-品质3套装1"	""	""	"83000800"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831009"	"280级护腕-品质3套装1"	""	""	"83000900"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831010"	"280级左戒-品质3套装1"	""	""	"83001000"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831011"	"280级右戒-品质3套装1"	""	""	"83001100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831101"	"280级转剑武器-品质3套装1"	"800001"	""	"83000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831102"	"280级转剑头盔-品质3套装1"	"800002"	""	"83000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831103"	"280级转剑衣服-品质3套装1"	"800003"	""	"83000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831112"	"280级转剑饰品-品质3套装1"	"800012"	""	"83001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831201"	"280级天威武器-品质3套装1"	"800001"	""	"83000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831202"	"280级天威头盔-品质3套装1"	"800002"	""	"83000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831203"	"280级天威衣服-品质3套装1"	"800003"	""	"83000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831212"	"280级天威饰品-品质3套装1"	"800012"	""	"83001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831301"	"280级云锦武器-品质3套装1"	"800001"	""	"83000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831302"	"280级云锦头盔-品质3套装1"	"800002"	""	"83000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831303"	"280级云锦衣服-品质3套装1"	"800003"	""	"83000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20831312"	"280级云锦饰品-品质3套装1"	"800012"	""	"83001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832004"	"280级护肩-品质3套装2"	""	""	"83000400"	"9"	"8320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832005"	"280级腰带-品质3套装2"	""	""	"83000500"	"9"	"8320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832006"	"280级裤子-品质3套装2"	""	""	"83000600"	"9"	"8320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832007"	"280级靴子-品质3套装2"	""	""	"83000700"	"9"	"8320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832008"	"280级项链-品质3套装2"	""	""	"83000800"	"9"	"8320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832009"	"280级护腕-品质3套装2"	""	""	"83000900"	"9"	"8320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832010"	"280级左戒-品质3套装2"	""	""	"83001000"	"9"	"8320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832011"	"280级右戒-品质3套装2"	""	""	"83001100"	"9"	"8320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832101"	"280级转剑武器-品质3套装2"	"800001"	""	"83000100"	"9"	"8321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832102"	"280级转剑头盔-品质3套装2"	"800002"	""	"83000200"	"9"	"8321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832103"	"280级转剑衣服-品质3套装2"	"800003"	""	"83000300"	"9"	"8321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832112"	"280级转剑饰品-品质3套装2"	"800012"	""	"83001200"	"9"	"8321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832201"	"280级天威武器-品质3套装2"	"800001"	""	"83000100"	"9"	"8322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832202"	"280级天威头盔-品质3套装2"	"800002"	""	"83000200"	"9"	"8322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832203"	"280级天威衣服-品质3套装2"	"800003"	""	"83000300"	"9"	"8322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832212"	"280级天威饰品-品质3套装2"	"800012"	""	"83001200"	"9"	"8322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832301"	"280级云锦武器-品质3套装2"	"800001"	""	"83000100"	"9"	"8323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832302"	"280级云锦头盔-品质3套装2"	"800002"	""	"83000200"	"9"	"8323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832303"	"280级云锦衣服-品质3套装2"	"800003"	""	"83000300"	"9"	"8323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20832312"	"280级云锦饰品-品质3套装2"	"800012"	""	"83001200"	"9"	"8323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841004"	"280级护肩-品质4套装1"	""	""	"84000400"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841005"	"280级腰带-品质4套装1"	""	""	"84000500"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841006"	"280级裤子-品质4套装1"	""	""	"84000600"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841007"	"280级靴子-品质4套装1"	""	""	"84000700"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841008"	"280级项链-品质4套装1"	""	""	"84000800"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841009"	"280级护腕-品质4套装1"	""	""	"84000900"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841010"	"280级左戒-品质4套装1"	""	""	"84001000"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841011"	"280级右戒-品质4套装1"	""	""	"84001100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841101"	"280级转剑武器-品质4套装1"	"800001"	""	"84000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841102"	"280级转剑头盔-品质4套装1"	"800002"	""	"84000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841103"	"280级转剑衣服-品质4套装1"	"800003"	""	"84000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841112"	"280级转剑饰品-品质4套装1"	"800012"	""	"84001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841201"	"280级天威武器-品质4套装1"	"800001"	""	"84000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841202"	"280级天威头盔-品质4套装1"	"800002"	""	"84000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841203"	"280级天威衣服-品质4套装1"	"800003"	""	"84000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841212"	"280级天威饰品-品质4套装1"	"800012"	""	"84001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841301"	"280级云锦武器-品质4套装1"	"800001"	""	"84000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841302"	"280级云锦头盔-品质4套装1"	"800002"	""	"84000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841303"	"280级云锦衣服-品质4套装1"	"800003"	""	"84000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20841312"	"280级云锦饰品-品质4套装1"	"800012"	""	"84001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842004"	"280级护肩-品质4套装2"	""	""	"84000400"	"12"	"8420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842005"	"280级腰带-品质4套装2"	""	""	"84000500"	"12"	"8420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842006"	"280级裤子-品质4套装2"	""	""	"84000600"	"12"	"8420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842007"	"280级靴子-品质4套装2"	""	""	"84000700"	"12"	"8420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842008"	"280级项链-品质4套装2"	""	""	"84000800"	"12"	"8420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842009"	"280级护腕-品质4套装2"	""	""	"84000900"	"12"	"8420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842010"	"280级左戒-品质4套装2"	""	""	"84001000"	"12"	"8420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842011"	"280级右戒-品质4套装2"	""	""	"84001100"	"12"	"8420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842101"	"280级转剑武器-品质4套装2"	"800001"	""	"84000100"	"12"	"8421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842102"	"280级转剑头盔-品质4套装2"	"800002"	""	"84000200"	"12"	"8421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842103"	"280级转剑衣服-品质4套装2"	"800003"	""	"84000300"	"12"	"8421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842112"	"280级转剑饰品-品质4套装2"	"800012"	""	"84001200"	"12"	"8421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842201"	"280级天威武器-品质4套装2"	"800001"	""	"84000100"	"12"	"8422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842202"	"280级天威头盔-品质4套装2"	"800002"	""	"84000200"	"12"	"8422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842203"	"280级天威衣服-品质4套装2"	"800003"	""	"84000300"	"12"	"8422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842212"	"280级天威饰品-品质4套装2"	"800012"	""	"84001200"	"12"	"8422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842301"	"280级云锦武器-品质4套装2"	"800001"	""	"84000100"	"12"	"8423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842302"	"280级云锦头盔-品质4套装2"	"800002"	""	"84000200"	"12"	"8423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842303"	"280级云锦衣服-品质4套装2"	"800003"	""	"84000300"	"12"	"8423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20842312"	"280级云锦饰品-品质4套装2"	"800012"	""	"84001200"	"12"	"8423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851004"	"280级护肩-品质5套装1"	""	""	"85000400"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851005"	"280级腰带-品质5套装1"	""	""	"85000500"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851006"	"280级裤子-品质5套装1"	""	""	"85000600"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851007"	"280级靴子-品质5套装1"	""	""	"85000700"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851008"	"280级项链-品质5套装1"	""	""	"85000800"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851009"	"280级护腕-品质5套装1"	""	""	"85000900"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851010"	"280级左戒-品质5套装1"	""	""	"85001000"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851011"	"280级右戒-品质5套装1"	""	""	"85001100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851101"	"280级转剑武器-品质5套装1"	"800001"	""	"85000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851102"	"280级转剑头盔-品质5套装1"	"800002"	""	"85000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851103"	"280级转剑衣服-品质5套装1"	"800003"	""	"85000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851112"	"280级转剑饰品-品质5套装1"	"800012"	""	"85001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851201"	"280级天威武器-品质5套装1"	"800001"	""	"85000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851202"	"280级天威头盔-品质5套装1"	"800002"	""	"85000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851203"	"280级天威衣服-品质5套装1"	"800003"	""	"85000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851212"	"280级天威饰品-品质5套装1"	"800012"	""	"85001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851301"	"280级云锦武器-品质5套装1"	"800001"	""	"85000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851302"	"280级云锦头盔-品质5套装1"	"800002"	""	"85000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851303"	"280级云锦衣服-品质5套装1"	"800003"	""	"85000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20851312"	"280级云锦饰品-品质5套装1"	"800012"	""	"85001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20852004"	"280级护肩-品质5套装2"	""	""	"85000400"	"15"	"8520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20852005"	"280级腰带-品质5套装2"	""	""	"85000500"	"15"	"8520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20852006"	"280级裤子-品质5套装2"	""	""	"85000600"	"15"	"8520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20852007"	"280级靴子-品质5套装2"	""	""	"85000700"	"15"	"8520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20852008"	"280级项链-品质5套装2"	""	""	"85000800"	"15"	"8520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20852009"	"280级护腕-品质5套装2"	""	""	"85000900"	"15"	"8520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20852010"	"280级左戒-品质5套装2"	""	""	"85001000"	"15"	"8520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
