"ID(玩家等级)"	"元宝领取奖励比例"	"免费领取奖励比例"	"消耗道具ID/每日消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（跨服副本40级开放）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（经验本46级开放）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（坐骑本52级开放）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（单人首领60级开启）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（环式任务60级开放）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（铜币本70级开放）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"消耗道具ID/消耗元宝数量/奖励道具ID/单次数量/每日次数/VIP次数加成（）"	"图标/奖励名称（跨服副本）"	"图标/奖励名称（经验本）"	"图标/奖励名称（坐骑本）"	"图标/奖励名称（单人首领）"	"图标/奖励名称（环式任务）"	"图标/奖励名称（铜币本）"	"图标/奖励名称（点石成金）"	"图标/奖励名称（魔王本）"	"图标/奖励名称（暗黑擂台）"	"图标/奖励名称（体力）"	"图标/奖励名称"	"图标/奖励名称"	"图标/奖励名称"	"图标/奖励名称"	"图标/奖励名称"	"图标/奖励名称"	"图标/奖励名称"	"图标/奖励名称"	"图标/奖励名称"	"图标/奖励名称"	""	""	""	""	""	""	""	""	""	""	""	""	
"252"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680210,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680513,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"253"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680210,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680513,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"254"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680210,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680513,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"255"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680210,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"256"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680210,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"257"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680210,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"258"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680210,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"259"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680210,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"260"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"261"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"262"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"263"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"264"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680311,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"265"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"266"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"267"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"268"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"269"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680514,2,1,0"	"100003,50,680611,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"270"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680515,2,1,0"	"100003,50,680612,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"271"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680515,2,1,0"	"100003,50,680612,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"272"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680515,2,1,0"	"100003,50,680612,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"273"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680515,2,1,0"	"100003,50,680612,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
"274"	"1.000000"	"0.500000"	"100003,80,680106,2,1,0"	"100003,50,680211,2,1,0"	"100003,40,680312,2,1,0"	"100003,80,680406,2,1,0"	"100003,120,680515,2,1,0"	"100003,50,680612,2,1,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"ui_qiandao_png,kuafufuben"	"ui_qiandao_png,jingyanfuben"	"ui_qiandao_png,zuoqifuben"	"ui_qiandao_png,huanshifuben"	"ui_qiandao_png,huanshirenwu"	"ui_qiandao_png,tongbifuben"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	""	""	""	""	""	""	""	""	
