"ID,40000-44999给骑龙和龙的技能，45000到45999给坐骑"	"名称"	"描述"	"描述参数"	"图集ID"	"图标ID"	"是否显示图标"	"友好度0=良性,1=负面,2=中立"	"由Magic对象管理"	"切换场景结束"	"死亡结束"	"下线结束"	"下线计时"	"下龙消失(用于控制龙主动技能产生的buff)"	"组ID，注意如果是光环的话，代表被光环笼罩产生的buff的组"	"组中优先级0为最低"	"同id共存方式0=叠加,1=冲抵,2=免疫,3=共存(只用于龙的被动技)4=刷新已存的buff时间"	"光环标志0x01=可叠加，0x02=他人不可见"	"默认叠加层数"	"叠加层数上限"	"光环目标1=单体；2=敌人；4=友军；8=中立"	"光环持续时间"	"光环生效半径只对光环类型是计时型的起作用。次数型光环均是个人光环。"	"光环更新时间光环刷新时只修改目标列表"	"是否为限制效果"	"效果1ID"	"效果2ID"	"效果3ID"	"效果4ID"	"效果5ID"	"效果6ID"	"客户端效果"	"生效场景--不配表示所有场景中生效--否则仅在配置场景中生效"	"效果添加对象5：人2：dummy4：马"	"状态分类0=无1=定身状态2=中毒状态3=眩晕状态4=缓速状态"	"客户端效果是否叠加如果光环是多层的，那么表现效果是否按照层数叠加"	
"35000210"	"减速"	"降低[green]${0},12$[white]移动速度，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,35000210,`para4`],[`aura`,35000210,0,`auraTime`]]"	"BuffAtlas"	"newbuff61"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"3"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"0"	"35000210"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"35000230"	"攻击力提高"	"自身攻击力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30000220,`para4`],[`aura`,30000220,0,`auraTime`]]"	"BuffAtlas"	"newbuff57"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"0"	"35000230"	"-1"	"-1"	"-1"	"-1"	"-1"	"35000230"	""	"5"	"0"	"0"	
"35000320"	"虎王怒吼大范围带伤害"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"500"	"0"	"35000320"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35000330"	"虎王怒吼大范围目标减速"	""	""	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"1000"	"3"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"35000330"	"-1"	"-1"	"-1"	"-1"	"-1"	"35000330"	""	"5"	"4"	"0"	
"35000340"	"虎王怒吼小范围带伤害"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"500"	"0"	"35000340"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35000350"	"虎王怒吼小范围目标减速"	""	""	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"1000"	"3"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"35000350"	"-1"	"-1"	"-1"	"-1"	"-1"	"35000350"	""	"5"	"4"	"0"	
"35000620"	"魔道士激光炮"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"200"	"0"	"35000620"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35000630"	"魔道士罩子"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"400"	"0"	"35000630"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35000632"	"魔道士4次乱射"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1300"	"0.000000"	"130"	"0"	"35000632"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35000721"	"蛇女群蛇发射伤害"	"降低60%移动速度"	""	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"5000"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"1"	"10025060"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"35000730"	"蛇女召唤毒液液滴"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"9000"	"0.000000"	"300"	"0"	"35000730"	"-1"	"-1"	"-1"	"-1"	"-1"	"35000730"	""	"5"	"0"	"0"	
"35000910"	"冻结"	"被冻结，无法移动和施法，持续[green]${0},8$[white]秒"	"[[`aura`,35000910,0,`auraTime`]]"	"BuffAtlas"	"newbuff11"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1000"	"1"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"1"	"35000910"	"-1"	"-1"	"-1"	"-1"	"-1"	"1008"	""	"5"	"3"	"0"	
"35000920"	"眩晕"	"无法移动和施法，持续[green]${0},8$[white]秒"	"[[`aura`,35000920,0,`auraTime`]]"	"BuffAtlas"	"newbuff48"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1000"	"1"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"1"	"35000920"	"-1"	"-1"	"-1"	"-1"	"-1"	"1004"	""	"5"	"3"	"0"	
"35000931"	"燃烧"	"持续受到火焰伤害，持续[green]${0},8$[white]秒"	"[[`aura`,35000931,0,`auraTime`]]"	"BuffAtlas"	"newbuff33"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"5000"	"0.000000"	"1000"	"1"	"35000931"	"-1"	"-1"	"-1"	"-1"	"-1"	"1021"	""	"5"	"0"	"0"	
"35000941"	"减速冰"	"降低[green]${0},12$[white]移动速度，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,35000941,`para4`],[`aura`,35000941,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"1000"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"35000941"	"-1"	"-1"	"-1"	"-1"	"-1"	"1002"	""	"5"	"4"	"0"	
"35000950"	"冰火魔旋风斩火"	""	""	""	""	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"800"	"0.000000"	"100"	"0"	"35000950"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35000951"	"破甲"	"降低[green]${0},12$[white]防御力，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,35000951,`para4`],[`aura`,35000951,0,`auraTime`]]"	"BuffAtlas"	"newbuff41"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"1"	"35000951"	"-1"	"-1"	"-1"	"-1"	"-1"	"1016"	""	"5"	"0"	"0"	
"35000960"	"冰火魔旋风斩冰"	""	""	""	""	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"800"	"0.000000"	"100"	"0"	"35000960"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35000961"	"虚弱"	"降低[green]${0},12$[white]攻击力，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,35000961,`para4`],[`aura`,35000961,0,`auraTime`]]"	"BuffAtlas"	"newbuff6"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"1"	"35000961"	"-1"	"-1"	"-1"	"-1"	"-1"	"1015"	""	"5"	"0"	"0"	
"35001010"	"行刑官乱射骷髅头子弹"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"600"	"0.000000"	"200"	"0"	"35001010"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001035"	"行刑官乱舞落冰"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1200"	"0.000000"	"1200"	"0"	"35001035"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001036"	"行刑官乱舞落冰每个点"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"200"	"0.000000"	"200"	"0"	"35001036"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001119"	"三头犬三方向喷火燃烧"	"持续受到火焰伤害，持续[green]${0},8$[white]秒"	"[[`aura`,35001110,0,`auraTime`]]"	"BuffAtlas"	"newbuff33"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"1"	"35001119"	"-1"	"-1"	"-1"	"-1"	"-1"	"1021"	""	"5"	"0"	"0"	
"35001120"	"三头犬吼叫减速伤害"	""	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"1333"	"0.000000"	"333"	"1"	"35001120"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001121"	"减速"	"每层负面效果可降低移动速度[green]${0},12$[white]，持续[green]${1},8$[white]秒。可叠加。"	"[[`aura_effect_id`,35001121,`para4`],[`aura`,35001121,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"0"	"0"	"1"	"6"	"1"	"4000"	"0.000000"	"1000"	"1"	"35001121"	"-1"	"-1"	"-1"	"-1"	"-1"	"35001121"	""	"5"	"4"	"0"	
"35001130"	"三头犬吼叫自身攻击力提高自身buff"	""	""	""	""	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"35001130"	"-1"	"-1"	"-1"	"-1"	"-1"	"35001130"	""	"5"	"0"	"0"	
"35001131"	"三头犬吼叫自身攻击力提高伤害"	"自身攻击力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,35001131,`para4`],[`aura`,35001131,0,`auraTime`]]"	"BuffAtlas"	"newbuff57"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"1333"	"0.000000"	"333"	"0"	"35001131"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001140"	"三头犬吼叫护甲降低"	""	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"1333"	"0.000000"	"333"	"1"	"35001140"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001141"	"防御降低"	"每层负面效果可降低防御力[green]${0},7$[white]，持续[green]${1},8$[white]秒。可叠加。"	"[[`aura_effect_id`,35001141,`para4`],[`aura`,35001141,0,`auraTime`]]"	"BuffAtlas"	"newbuff42"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"0"	"0"	"1"	"6"	"1"	"6000"	"0.000000"	"1000"	"1"	"35001141"	"-1"	"-1"	"-1"	"-1"	"-1"	"35001141"	""	"5"	"0"	"0"	
"35001210"	"军师激光炮"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"800"	"0.000000"	"160"	"0"	"35001210"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001420"	"冰雪女王乱射远程"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"5000"	"1"	"0"	"1"	"0"	"1"	"1333"	"0.000000"	"1333"	"0"	"35001420"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001419"	"冰雪女王冰柱冻结"	"被冻结。无法移动与施法，持续[green]${0},8$[white]秒。"	"[[`aura`,35001419,0,`auraTime`]]"	"BuffAtlas"	"newbuff24"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"0"	"1"	"10"	"6"	"-1"	"-1"	"-1"	"1008"	""	"5"	"1"	"0"	
"35001510"	"狂暴姿态"	"自身攻击力提升[green]${0},1$[white]，移动速度提高[green]${1},1$[white]，持续[green]${2},8$[white]秒。"	"[[`aura_effect_id`,35001510,`para4`],[`aura_effect_id`,35001511,`para4`],[`aura`,35001510,0,`auraTime`]]"	"BuffAtlas"	"newbuff57"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"0"	"35001510"	"35001511"	"-1"	"-1"	"-1"	"-1"	"35001510"	""	"5"	"0"	"0"	
"35001600"	"火炮魔王普攻12"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"350"	"0.000000"	"333"	"0"	"35001600"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001720"	"鸟人目标点aoe大"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"400"	"0"	"35001720"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001721"	"鸟人目标点aoe小"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"400"	"0"	"35001721"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001730"	"鸟人乱舞自身中心aoe"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"2300"	"0.000000"	"230"	"0"	"35001730"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35001821"	"女刺客变随机动物1"	"被变形。无法施放任何技能，持续[green]${0},8$[white]秒。"	"[[`aura`,35001821,0,`auraTime`]]"	"BuffAtlas"	"newbuff44"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"7"	"100"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"10"	"35001821"	"-1"	"-1"	"-1"	"-1"	"1025"	""	"5"	"0"	"0"	
"35001822"	"女刺客变随机动物2"	"被变形。无法施放任何技能，持续[green]${0},8$[white]秒。"	"[[`aura`,35001821,0,`auraTime`]]"	"BuffAtlas"	"newbuff44"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"7"	"200"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"10"	"35001822"	"-1"	"-1"	"-1"	"-1"	"1025"	""	"5"	"0"	"0"	
"35001823"	"女刺客变随机动物3"	"被变形。无法施放任何技能，持续[green]${0},8$[white]秒。"	"[[`aura`,35001821,0,`auraTime`]]"	"BuffAtlas"	"newbuff44"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"7"	"300"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"10"	"35001823"	"-1"	"-1"	"-1"	"-1"	"1025"	""	"5"	"0"	"0"	
"35001824"	"女刺客变随机动物4"	"被变形。无法施放任何技能，持续[green]${0},8$[white]秒。"	"[[`aura`,35001821,0,`auraTime`]]"	"BuffAtlas"	"newbuff44"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"7"	"400"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"10"	"35001824"	"-1"	"-1"	"-1"	"-1"	"1025"	""	"5"	"0"	"0"	
"35001825"	"女刺客变随机动物5"	"被变形。无法施放任何技能，持续[green]${0},8$[white]秒。"	"[[`aura`,35001821,0,`auraTime`]]"	"BuffAtlas"	"newbuff44"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"7"	"500"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"10"	"35001825"	"-1"	"-1"	"-1"	"-1"	"1025"	""	"5"	"0"	"0"	
"35001826"	"女刺客变随机动物6"	"被变形。无法施放任何技能，持续[green]${0},8$[white]秒。"	"[[`aura`,35001821,0,`auraTime`]]"	"BuffAtlas"	"newbuff44"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"7"	"600"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"10"	"35001826"	"-1"	"-1"	"-1"	"-1"	"1025"	""	"5"	"0"	"0"	
"35001827"	"女刺客变随机动物7"	"被变形。无法施放任何技能，持续[green]${0},8$[white]秒。"	"[[`aura`,35001821,0,`auraTime`]]"	"BuffAtlas"	"newbuff44"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"7"	"700"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"10"	"35001827"	"-1"	"-1"	"-1"	"-1"	"1025"	""	"5"	"0"	"0"	
"35001921"	"黑龙堡主旋风斩位移前上光环"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"250"	"0"	"35001921"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35002010"	"神之庇佑"	"反弹一切伤害。将受到伤害量的[green]200%[white]反弹给攻击者，持续[green]${0},8$[white]秒。"	"[[`aura`,35002010,0,`auraTime`]]"	"BuffAtlas"	"newbuff4"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"10000"	"0"	"35002010"	"-1"	"-1"	"-1"	"-1"	"-1"	"35002010"	""	"5"	"0"	"0"	
"35002030"	"神之惩戒"	"速度降低[green]${0},7$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,35002030,`para4`],[`aura`,35002030,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"5000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"1"	"35002030"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"35003010"	"闪避"	"自身[green]闪避率[white]提高[green]${0},8$[white]。"	"[[`aura_effect_id`,35003010,`para4`]]"	"BuffAtlas"	"newbuff8"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"0"	"35003010"	"-1"	"-1"	"-1"	"-1"	"-1"	"35003010"	""	"5"	"0"	"0"	
"50000000"	"坐骑测试"	"增加25%暴击率"	""	"BuffAtlas"	"newbuff23"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"10000500"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50000001"	"单人乘骑-光环误改"	"乘骑"	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"-1"	"4.000000"	"1000"	"0"	"50000001"	"-1"	"-1"	"-1"	"-1"	"-1"	"45000"	""	"5"	"0"	"0"	
"50000002"	"多人乘骑-光环误改"	"乘骑"	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"-1"	"4.000000"	"1000"	"0"	"50000001"	"-1"	"-1"	"-1"	"-1"	"-1"	"55000"	""	"5"	"0"	"0"	
"50000003"	"30%加速"	"增加30%移动速度"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"5000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"1"	"50000003"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"50001001"	"坐骑闪避1"	"闪避等级+1"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001001"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001002"	"坐骑闪避2"	"闪避等级+2"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001002"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001003"	"坐骑闪避3"	"闪避等级+3"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001004"	"坐骑闪避4"	"闪避等级+4"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001004"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001005"	"坐骑闪避5"	"闪避等级+5"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001005"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001006"	"坐骑闪避6"	"闪避等级+6"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001006"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001007"	"坐骑闪避7"	"闪避等级+7"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001007"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001008"	"坐骑闪避8"	"闪避等级+8"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001008"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001009"	"坐骑闪避9"	"闪避等级+9"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001009"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50001010"	"坐骑闪避10"	"闪避等级+10"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"50001010"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50002001"	"坐骑回血技能1"	"血少时1%概率回血"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"50002001"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50002002"	"坐骑回血技能2"	"血少时2%概率回血"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"50002002"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50002003"	"坐骑回血技能3"	"血少时3%概率回血"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"50002003"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50002004"	"坐骑回血技能4"	"血少时4%概率回血"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"50002004"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50002005"	"坐骑回血技能5"	"血少时5%概率回血"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"50002005"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50002006"	"坐骑回血技能6"	"血少时6%概率回血"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"50002006"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50002007"	"坐骑回血技能7"	"血少时7%概率回血"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"50002007"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"50002008"	"坐骑回血技能8"	"血少时8%概率回血"	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"50002008"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
