"特殊掉落ID"	"掉落包描述"	"职业限制(1=对战士可掉;2=对弓手可掉;4=对法师可掉;7=对所有职业可掉)"	"节日特殊掉落1=圣诞"	"击杀者等级限制"	"击杀者变量条件变量,区间1,2区间1：0=挂机迷城，用逗号分隔需要其他和必焕说区间2：挂机迷城击杀怪物数量上下限，用逗号分隔"	"掉落数量"	"掉落1"	"掉落2"	"掉落3"	"掉落4"	"掉落5"	"掉落6"	"掉落7"	"掉落8"	"掉落9"	"掉落10"	"掉落11"	"掉落12"	"掉落13"	"掉落14"	"掉落15"	"掉落16"	"掉落17"	"掉落18"	"掉落19"	"掉落20"	"掉落21"	"掉落22"	"掉落23"	"掉落24"	"掉落25"	"掉落26"	"掉落27"	"掉落28"	"掉落29"	"掉落30"	""	""	""	""	""	""	""	""	""	""	
"5012071"	"280级组队本1星-普通"	"7"	""	""	""	"1"	"2,1048200,9630"	"2,1048300,300"	"2,1048400,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012072"	"280级组队本2星-普通"	"7"	""	""	""	"1"	"2,1048200,9495"	"2,1048300,400"	"2,1048400,100"	"2,1048500,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5012073"	"280级组队本3星-普通"	"7"	""	""	""	"1"	"2,1048200,9260"	"2,1048300,500"	"2,1048400,120"	"2,1048500,40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013011"	"40级组队本1星-困难"	"7"	""	""	""	"1"	"2,1042200,8000"	"2,1042300,2000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013012"	"40级组队本2星-困难"	"7"	""	""	""	"1"	"2,1042200,7500"	"2,1042300,2500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013013"	"40级组队本3星-困难"	"7"	""	""	""	"1"	"2,1042200,7000"	"2,1042300,3000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013021"	"80级组队本1星-困难"	"7"	""	""	""	"1"	"2,1043200,4200"	"2,1043300,4500"	"2,1043400,1100"	"2,1043420,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013022"	"80级组队本2星-困难"	"7"	""	""	""	"1"	"2,1043200,3800"	"2,1043300,4500"	"2,1043400,1400"	"2,1043420,300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013023"	"80级组队本3星-困难"	"7"	""	""	""	"1"	"2,1043200,3400"	"2,1043300,4500"	"2,1043400,1700"	"2,1043420,400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013031"	"120级组队本1星-困难"	"7"	""	""	""	"1"	"2,1044200,7400"	"2,1044300,1200"	"2,1044400,400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013032"	"120级组队本2星-困难"	"7"	""	""	""	"1"	"2,1044200,7200"	"2,1044300,2200"	"2,1044400,500"	"2,1044420,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013033"	"120级组队本3星-困难"	"7"	""	""	""	"1"	"2,1044200,7000"	"2,1044300,2200"	"2,1044400,600"	"2,1044420,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013041"	"160级组队本1星-困难"	"7"	""	""	""	"1"	"2,1045200,8800"	"2,1045300,1000"	"2,1045400,200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013042"	"160级组队本2星-困难"	"7"	""	""	""	"1"	"2,1045200,8700"	"2,1045300,1000"	"2,1045400,250"	"2,1045420,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013043"	"160级组队本3星-困难"	"7"	""	""	""	"1"	"2,1045200,8600"	"2,1045300,1000"	"2,1045400,300"	"2,1045420,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013051"	"200级组队本1星-困难"	"7"	""	""	""	"1"	"2,1046200,8720"	"2,1046300,1000"	"2,1046400,200"	"2,1046500,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013052"	"200级组队本2星-困难"	"7"	""	""	""	"1"	"2,1046200,8640"	"2,1046300,1000"	"2,1046400,250"	"2,1046500,90"	"2,1046520,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013053"	"200级组队本3星-困难"	"7"	""	""	""	"1"	"2,1046200,8560"	"2,1046300,1000"	"2,1046400,300"	"2,1046500,100"	"2,1046520,40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013061"	"240级组队本1星-困难"	"7"	""	""	""	"1"	"2,1047200,8720"	"2,1047300,1000"	"2,1047400,200"	"2,1047500,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013062"	"240级组队本2星-困难"	"7"	""	""	""	"1"	"2,1047200,8640"	"2,1047300,1000"	"2,1047400,250"	"2,1047500,90"	"2,1047520,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013063"	"240级组队本3星-困难"	"7"	""	""	""	"1"	"2,1047200,8560"	"2,1047300,1000"	"2,1047400,300"	"2,1047500,100"	"2,1047520,40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013071"	"280级组队本1星-困难"	"7"	""	""	""	"1"	"2,1048200,8720"	"2,1048300,1000"	"2,1048400,200"	"2,1048500,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013072"	"280级组队本2星-困难"	"7"	""	""	""	"1"	"2,1048200,8640"	"2,1048300,1000"	"2,1048400,250"	"2,1048500,90"	"2,1048520,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5013073"	"280级组队本3星-困难"	"7"	""	""	""	"1"	"2,1048200,8560"	"2,1048300,1000"	"2,1048400,300"	"2,1048500,100"	"2,1048520,40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040210"	"40单人副本低难度"	"7"	""	""	""	"1"	"2,1032200,7500"	"2,1032300,2500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040220"	"40单人副本中难度"	"7"	""	""	""	"1"	"2,1032200,7500"	"2,1032300,2500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040230"	"40单人副本高难度"	"7"	""	""	""	"1"	"2,1032200,8000"	"2,1032300,2000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040310"	"80单人副本低难度"	"7"	""	""	""	"1"	"2,1033200,6300"	"2,1033300,3000"	"2,1033400,700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040320"	"80单人副本中难度"	"7"	""	""	""	"1"	"2,1033200,6150"	"2,1033300,3000"	"2,1033400,700"	"2,1033420,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040330"	"80单人副本高难度"	"7"	""	""	""	"1"	"2,1033200,6840"	"2,1033300,2500"	"2,1033400,550"	"2,1033420,100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040410"	"120单人副本低难度"	"7"	""	""	""	"1"	"2,1034200,8800"	"2,1034300,1000"	"2,1034400,180"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040420"	"120单人副本中难度"	"7"	""	""	""	"1"	"2,1034200,8570"	"2,1034300,1200"	"2,1034400,200"	"2,1034420,30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040430"	"120单人副本高难度"	"7"	""	""	""	"1"	"2,1034200,8950"	"2,1034300,800"	"2,1034400,180"	"2,1034420,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040510"	"160单人副本低难度"	"7"	""	""	""	"1"	"2,1035200,9530"	"2,1035300,400"	"2,1035400,70"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040520"	"160单人副本中难度"	"7"	""	""	""	"1"	"2,1035200,9350"	"2,1035300,530"	"2,1035400,100"	"2,1035420,20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040530"	"160单人副本高难度"	"7"	""	""	""	"1"	"2,1035200,9380"	"2,1035300,450"	"2,1035400,90"	"2,1035420,30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040610"	"200单人副本低难度"	"7"	""	""	""	"1"	"2,1036200,9470"	"2,1036300,450"	"2,1036400,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040620"	"200单人副本中难度"	"7"	""	""	""	"1"	"2,1036200,9350"	"2,1036300,515"	"2,1036400,100"	"2,1036500,35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040630"	"200单人副本高难度"	"7"	""	""	""	"1"	"2,1036200,9400"	"2,1036300,500"	"2,1036400,100"	"2,1036500,35"	"2,1036520,15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040710"	"240单人副本低难度"	"7"	""	""	""	"1"	"2,1037200,9420"	"2,1037300,500"	"2,1037400,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040720"	"240单人副本中难度"	"7"	""	""	""	"1"	"2,1037200,9300"	"2,1037300,565"	"2,1037400,100"	"2,1037500,35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040730"	"240单人副本高难度"	"7"	""	""	""	"1"	"2,1037200,9300"	"2,1037300,550"	"2,1037400,100"	"2,1037500,35"	"2,1037520,15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040810"	"280单人副本低难度"	"7"	""	""	""	"1"	"2,1038200,9420"	"2,1038300,500"	"2,1038400,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040820"	"280单人副本中难度"	"7"	""	""	""	"1"	"2,1038200,9300"	"2,1038300,565"	"2,1038400,100"	"2,1038500,35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5040830"	"280单人副本高难度"	"7"	""	""	""	"1"	"2,1038200,9300"	"2,1038300,550"	"2,1038400,100"	"2,1038500,35"	"2,1038520,15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
