"模板ID"	"升星等级"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	"升星几率"	"元宝数量"	"道具1"	"道具数量"	"道具2"	"道具数量"	"铜币数量"	"回收经验"	"返还铜币"	"返还道具1"	"返还数量"	"返还道具2"	"返还数量"	"返还道具3"	"返还数量"	
"73000908"	"8"	"1"	"30343.000000"	"18"	"4550.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"302400"	"10"	"604800"	"100039"	"937"	"100040"	"450"	""	""	
"73000909"	"9"	"1"	"33378.000000"	"18"	"5005.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"336000"	"10"	"756000"	"100039"	"937"	"100040"	"700"	""	""	
"73000910"	"10"	"1"	"36412.000000"	"18"	"5460.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"369600"	"10"	"924000"	"100039"	"937"	"100040"	"1000"	""	""	
"73000911"	"11"	"1"	"41470.000000"	"18"	"6219.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"403200"	"10"	"1108800"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"73000912"	"12"	"1"	"46527.000000"	"18"	"6978.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"436800"	"10"	"1310400"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"73000913"	"13"	"1"	"51584.000000"	"18"	"7736.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"470400"	"10"	"1528800"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"73000914"	"14"	"1"	"56642.000000"	"18"	"8495.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"504000"	"10"	"1764000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
"73000915"	"15"	"1"	"61699.000000"	"18"	"9253.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"10"	"2016000"	"100039"	"937"	"100040"	"1000"	"100041"	"750"	
"73001000"	"0"	"1"	"11126.000000"	"16"	"1668.000000"	"1.000000"	"0"	"100039"	"125"	"-1"	"-1"	"33600"	"10"	"0"	""	""	""	""	""	""	
"73001001"	"1"	"1"	"13148.000000"	"16"	"1971.000000"	"1.000000"	"0"	"100039"	"250"	"-1"	"-1"	"67200"	"10"	"16800"	"100039"	"62"	""	""	""	""	
"73001002"	"2"	"1"	"15171.000000"	"16"	"2274.000000"	"0.900000"	"42"	"100039"	"375"	"-1"	"-1"	"100800"	"10"	"50400"	"100039"	"187"	""	""	""	""	
"73001003"	"3"	"1"	"17194.000000"	"16"	"2578.000000"	"0.800000"	"125"	"100039"	"500"	"-1"	"-1"	"134400"	"10"	"100800"	"100039"	"375"	""	""	""	""	
"73001004"	"4"	"1"	"19217.000000"	"16"	"2881.000000"	"0.750000"	"209"	"100039"	"625"	"-1"	"-1"	"168000"	"10"	"168000"	"100039"	"625"	""	""	""	""	
"73001005"	"5"	"1"	"21240.000000"	"16"	"3185.000000"	"0.700000"	"134"	"100040"	"125"	"-1"	"-1"	"201600"	"10"	"252000"	"100039"	"937"	""	""	""	""	
"73001006"	"6"	"1"	"24275.000000"	"16"	"3640.000000"	"0.650000"	"254"	"100040"	"188"	"-1"	"-1"	"235200"	"10"	"352800"	"100039"	"937"	"100040"	"100"	""	""	
"73001007"	"7"	"1"	"27309.000000"	"16"	"4095.000000"	"0.600000"	"417"	"100040"	"250"	"-1"	"-1"	"268800"	"10"	"470400"	"100039"	"937"	"100040"	"250"	""	""	
"73001008"	"8"	"1"	"30343.000000"	"16"	"4550.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"302400"	"10"	"604800"	"100039"	"937"	"100040"	"450"	""	""	
"73001009"	"9"	"1"	"33378.000000"	"16"	"5005.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"336000"	"10"	"756000"	"100039"	"937"	"100040"	"700"	""	""	
"73001010"	"10"	"1"	"36412.000000"	"16"	"5460.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"369600"	"10"	"924000"	"100039"	"937"	"100040"	"1000"	""	""	
"73001011"	"11"	"1"	"41470.000000"	"16"	"6219.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"403200"	"10"	"1108800"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"73001012"	"12"	"1"	"46527.000000"	"16"	"6978.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"436800"	"10"	"1310400"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"73001013"	"13"	"1"	"51584.000000"	"16"	"7736.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"470400"	"10"	"1528800"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"73001014"	"14"	"1"	"56642.000000"	"16"	"8495.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"504000"	"10"	"1764000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
"73001015"	"15"	"1"	"61699.000000"	"16"	"9253.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"10"	"2016000"	"100039"	"937"	"100040"	"1000"	"100041"	"750"	
"73001100"	"0"	"1"	"11126.000000"	"8"	"1668.000000"	"1.000000"	"0"	"100039"	"125"	"-1"	"-1"	"33600"	"10"	"0"	""	""	""	""	""	""	
"73001101"	"1"	"1"	"13148.000000"	"8"	"1971.000000"	"1.000000"	"0"	"100039"	"250"	"-1"	"-1"	"67200"	"10"	"16800"	"100039"	"62"	""	""	""	""	
"73001102"	"2"	"1"	"15171.000000"	"8"	"2274.000000"	"0.900000"	"42"	"100039"	"375"	"-1"	"-1"	"100800"	"10"	"50400"	"100039"	"187"	""	""	""	""	
"73001103"	"3"	"1"	"17194.000000"	"8"	"2578.000000"	"0.800000"	"125"	"100039"	"500"	"-1"	"-1"	"134400"	"10"	"100800"	"100039"	"375"	""	""	""	""	
"73001104"	"4"	"1"	"19217.000000"	"8"	"2881.000000"	"0.750000"	"209"	"100039"	"625"	"-1"	"-1"	"168000"	"10"	"168000"	"100039"	"625"	""	""	""	""	
"73001105"	"5"	"1"	"21240.000000"	"8"	"3185.000000"	"0.700000"	"134"	"100040"	"125"	"-1"	"-1"	"201600"	"10"	"252000"	"100039"	"937"	""	""	""	""	
"73001106"	"6"	"1"	"24275.000000"	"8"	"3640.000000"	"0.650000"	"254"	"100040"	"188"	"-1"	"-1"	"235200"	"10"	"352800"	"100039"	"937"	"100040"	"100"	""	""	
"73001107"	"7"	"1"	"27309.000000"	"8"	"4095.000000"	"0.600000"	"417"	"100040"	"250"	"-1"	"-1"	"268800"	"10"	"470400"	"100039"	"937"	"100040"	"250"	""	""	
"73001108"	"8"	"1"	"30343.000000"	"8"	"4550.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"302400"	"10"	"604800"	"100039"	"937"	"100040"	"450"	""	""	
"73001109"	"9"	"1"	"33378.000000"	"8"	"5005.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"336000"	"10"	"756000"	"100039"	"937"	"100040"	"700"	""	""	
"73001110"	"10"	"1"	"36412.000000"	"8"	"5460.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"369600"	"10"	"924000"	"100039"	"937"	"100040"	"1000"	""	""	
"73001111"	"11"	"1"	"41470.000000"	"8"	"6219.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"403200"	"10"	"1108800"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"73001112"	"12"	"1"	"46527.000000"	"8"	"6978.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"436800"	"10"	"1310400"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"73001113"	"13"	"1"	"51584.000000"	"8"	"7736.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"470400"	"10"	"1528800"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"73001114"	"14"	"1"	"56642.000000"	"8"	"8495.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"504000"	"10"	"1764000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
"73001115"	"15"	"1"	"61699.000000"	"8"	"9253.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"10"	"2016000"	"100039"	"937"	"100040"	"1000"	"100041"	"750"	
"73001200"	"0"	"1"	"11126.000000"	"10"	"1668.000000"	"1.000000"	"0"	"100039"	"125"	"-1"	"-1"	"33600"	"10"	"0"	""	""	""	""	""	""	
"73001201"	"1"	"1"	"13148.000000"	"10"	"1971.000000"	"1.000000"	"0"	"100039"	"250"	"-1"	"-1"	"67200"	"10"	"16800"	"100039"	"62"	""	""	""	""	
"73001202"	"2"	"1"	"15171.000000"	"10"	"2274.000000"	"0.900000"	"42"	"100039"	"375"	"-1"	"-1"	"100800"	"10"	"50400"	"100039"	"187"	""	""	""	""	
"73001203"	"3"	"1"	"17194.000000"	"10"	"2578.000000"	"0.800000"	"125"	"100039"	"500"	"-1"	"-1"	"134400"	"10"	"100800"	"100039"	"375"	""	""	""	""	
"73001204"	"4"	"1"	"19217.000000"	"10"	"2881.000000"	"0.750000"	"209"	"100039"	"625"	"-1"	"-1"	"168000"	"10"	"168000"	"100039"	"625"	""	""	""	""	
"73001205"	"5"	"1"	"21240.000000"	"10"	"3185.000000"	"0.700000"	"134"	"100040"	"125"	"-1"	"-1"	"201600"	"10"	"252000"	"100039"	"937"	""	""	""	""	
"73001206"	"6"	"1"	"24275.000000"	"10"	"3640.000000"	"0.650000"	"254"	"100040"	"188"	"-1"	"-1"	"235200"	"10"	"352800"	"100039"	"937"	"100040"	"100"	""	""	
"73001207"	"7"	"1"	"27309.000000"	"10"	"4095.000000"	"0.600000"	"417"	"100040"	"250"	"-1"	"-1"	"268800"	"10"	"470400"	"100039"	"937"	"100040"	"250"	""	""	
"73001208"	"8"	"1"	"30343.000000"	"10"	"4550.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"302400"	"10"	"604800"	"100039"	"937"	"100040"	"450"	""	""	
"73001209"	"9"	"1"	"33378.000000"	"10"	"5005.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"336000"	"10"	"756000"	"100039"	"937"	"100040"	"700"	""	""	
"73001210"	"10"	"1"	"36412.000000"	"10"	"5460.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"369600"	"10"	"924000"	"100039"	"937"	"100040"	"1000"	""	""	
"73001211"	"11"	"1"	"41470.000000"	"10"	"6219.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"403200"	"10"	"1108800"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"73001212"	"12"	"1"	"46527.000000"	"10"	"6978.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"436800"	"10"	"1310400"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"73001213"	"13"	"1"	"51584.000000"	"10"	"7736.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"470400"	"10"	"1528800"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"73001214"	"14"	"1"	"56642.000000"	"10"	"8495.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"504000"	"10"	"1764000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
"73001215"	"15"	"1"	"61699.000000"	"10"	"9253.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"10"	"2016000"	"100039"	"937"	"100040"	"1000"	"100041"	"750"	
"74000100"	"0"	"1"	"15172.000000"	"12"	"2275.000000"	"1.000000"	"0"	"100039"	"125"	"-1"	"-1"	"44800"	"25"	"0"	""	""	""	""	""	""	
"74000101"	"1"	"1"	"17194.000000"	"12"	"2578.000000"	"1.000000"	"0"	"100039"	"250"	"-1"	"-1"	"89600"	"25"	"22400"	"100039"	"62"	""	""	""	""	
"74000102"	"2"	"1"	"19217.000000"	"12"	"2881.000000"	"0.900000"	"42"	"100039"	"375"	"-1"	"-1"	"134400"	"25"	"67200"	"100039"	"187"	""	""	""	""	
"74000103"	"3"	"1"	"21240.000000"	"12"	"3185.000000"	"0.800000"	"125"	"100039"	"500"	"-1"	"-1"	"179200"	"25"	"134400"	"100039"	"375"	""	""	""	""	
"74000104"	"4"	"1"	"23263.000000"	"12"	"3488.000000"	"0.750000"	"209"	"100039"	"625"	"-1"	"-1"	"224000"	"25"	"224000"	"100039"	"625"	""	""	""	""	
"74000105"	"5"	"1"	"25286.000000"	"12"	"3792.000000"	"0.700000"	"134"	"100040"	"125"	"-1"	"-1"	"268800"	"25"	"336000"	"100039"	"937"	""	""	""	""	
"74000106"	"6"	"1"	"28321.000000"	"12"	"4247.000000"	"0.650000"	"254"	"100040"	"188"	"-1"	"-1"	"313600"	"25"	"470400"	"100039"	"937"	"100040"	"100"	""	""	
"74000107"	"7"	"1"	"31355.000000"	"12"	"4702.000000"	"0.600000"	"417"	"100040"	"250"	"-1"	"-1"	"358400"	"25"	"627200"	"100039"	"937"	"100040"	"250"	""	""	
"74000108"	"8"	"1"	"34389.000000"	"12"	"5157.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"403200"	"25"	"806400"	"100039"	"937"	"100040"	"450"	""	""	
"74000109"	"9"	"1"	"37424.000000"	"12"	"5612.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"448000"	"25"	"1008000"	"100039"	"937"	"100040"	"700"	""	""	
"74000110"	"10"	"1"	"40458.000000"	"12"	"6067.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"492800"	"25"	"1232000"	"100039"	"937"	"100040"	"1000"	""	""	
"74000111"	"11"	"1"	"45516.000000"	"12"	"6826.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"537600"	"25"	"1478400"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"74000112"	"12"	"1"	"50573.000000"	"12"	"7585.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"582400"	"25"	"1747200"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"74000113"	"13"	"1"	"55630.000000"	"12"	"8343.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"627200"	"25"	"2038400"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"74000114"	"14"	"1"	"60688.000000"	"12"	"9102.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"672000"	"25"	"2352000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
"74000115"	"15"	"1"	"65745.000000"	"12"	"9860.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"25"	"2688000"	"100039"	"937"	"100040"	"1000"	"100041"	"750"	
"74000200"	"0"	"0"	"455160.000000"	"14"	"2275.000000"	"1.000000"	"0"	"100039"	"125"	"-1"	"-1"	"44800"	"25"	"0"	""	""	""	""	""	""	
"74000201"	"1"	"0"	"515848.000000"	"14"	"2578.000000"	"1.000000"	"0"	"100039"	"250"	"-1"	"-1"	"89600"	"25"	"22400"	"100039"	"62"	""	""	""	""	
"74000202"	"2"	"0"	"576536.000000"	"14"	"2881.000000"	"0.900000"	"42"	"100039"	"375"	"-1"	"-1"	"134400"	"25"	"67200"	"100039"	"187"	""	""	""	""	
"74000203"	"3"	"0"	"637224.000000"	"14"	"3185.000000"	"0.800000"	"125"	"100039"	"500"	"-1"	"-1"	"179200"	"25"	"134400"	"100039"	"375"	""	""	""	""	
"74000204"	"4"	"0"	"697912.000000"	"14"	"3488.000000"	"0.750000"	"209"	"100039"	"625"	"-1"	"-1"	"224000"	"25"	"224000"	"100039"	"625"	""	""	""	""	
"74000205"	"5"	"0"	"758600.000000"	"14"	"3792.000000"	"0.700000"	"134"	"100040"	"125"	"-1"	"-1"	"268800"	"25"	"336000"	"100039"	"937"	""	""	""	""	
"74000206"	"6"	"0"	"849632.000000"	"14"	"4247.000000"	"0.650000"	"254"	"100040"	"188"	"-1"	"-1"	"313600"	"25"	"470400"	"100039"	"937"	"100040"	"100"	""	""	
"74000207"	"7"	"0"	"940664.000000"	"14"	"4702.000000"	"0.600000"	"417"	"100040"	"250"	"-1"	"-1"	"358400"	"25"	"627200"	"100039"	"937"	"100040"	"250"	""	""	
"74000208"	"8"	"0"	"1031696.000000"	"14"	"5157.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"403200"	"25"	"806400"	"100039"	"937"	"100040"	"450"	""	""	
"74000209"	"9"	"0"	"1122728.000000"	"14"	"5612.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"448000"	"25"	"1008000"	"100039"	"937"	"100040"	"700"	""	""	
"74000210"	"10"	"0"	"1213760.000000"	"14"	"6067.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"492800"	"25"	"1232000"	"100039"	"937"	"100040"	"1000"	""	""	
"74000211"	"11"	"0"	"1365480.000000"	"14"	"6826.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"537600"	"25"	"1478400"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"74000212"	"12"	"0"	"1517200.000000"	"14"	"7585.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"582400"	"25"	"1747200"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"74000213"	"13"	"0"	"1668920.000000"	"14"	"8343.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"627200"	"25"	"2038400"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"74000214"	"14"	"0"	"1820640.000000"	"14"	"9102.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"672000"	"25"	"2352000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
"74000215"	"15"	"0"	"1972360.000000"	"14"	"9860.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"25"	"2688000"	"100039"	"937"	"100040"	"1000"	"100041"	"750"	
"74000300"	"0"	"2"	"22758.000000"	"18"	"2275.000000"	"1.000000"	"0"	"100039"	"125"	"-1"	"-1"	"44800"	"25"	"0"	""	""	""	""	""	""	
"74000301"	"1"	"2"	"25792.000000"	"18"	"2578.000000"	"1.000000"	"0"	"100039"	"250"	"-1"	"-1"	"89600"	"25"	"22400"	"100039"	"62"	""	""	""	""	
"74000302"	"2"	"2"	"28826.000000"	"18"	"2881.000000"	"0.900000"	"42"	"100039"	"375"	"-1"	"-1"	"134400"	"25"	"67200"	"100039"	"187"	""	""	""	""	
"74000303"	"3"	"2"	"31861.000000"	"18"	"3185.000000"	"0.800000"	"125"	"100039"	"500"	"-1"	"-1"	"179200"	"25"	"134400"	"100039"	"375"	""	""	""	""	
"74000304"	"4"	"2"	"34895.000000"	"18"	"3488.000000"	"0.750000"	"209"	"100039"	"625"	"-1"	"-1"	"224000"	"25"	"224000"	"100039"	"625"	""	""	""	""	
"74000305"	"5"	"2"	"37930.000000"	"18"	"3792.000000"	"0.700000"	"134"	"100040"	"125"	"-1"	"-1"	"268800"	"25"	"336000"	"100039"	"937"	""	""	""	""	
"74000306"	"6"	"2"	"42481.000000"	"18"	"4247.000000"	"0.650000"	"254"	"100040"	"188"	"-1"	"-1"	"313600"	"25"	"470400"	"100039"	"937"	"100040"	"100"	""	""	
"74000307"	"7"	"2"	"47033.000000"	"18"	"4702.000000"	"0.600000"	"417"	"100040"	"250"	"-1"	"-1"	"358400"	"25"	"627200"	"100039"	"937"	"100040"	"250"	""	""	
"74000308"	"8"	"2"	"51584.000000"	"18"	"5157.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"403200"	"25"	"806400"	"100039"	"937"	"100040"	"450"	""	""	
"74000309"	"9"	"2"	"56136.000000"	"18"	"5612.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"448000"	"25"	"1008000"	"100039"	"937"	"100040"	"700"	""	""	
"74000310"	"10"	"2"	"60688.000000"	"18"	"6067.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"492800"	"25"	"1232000"	"100039"	"937"	"100040"	"1000"	""	""	
"74000311"	"11"	"2"	"68274.000000"	"18"	"6826.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"537600"	"25"	"1478400"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"74000312"	"12"	"2"	"75860.000000"	"18"	"7585.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"582400"	"25"	"1747200"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"74000313"	"13"	"2"	"83446.000000"	"18"	"8343.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"627200"	"25"	"2038400"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"74000314"	"14"	"2"	"91032.000000"	"18"	"9102.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"672000"	"25"	"2352000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
"74000315"	"15"	"2"	"98618.000000"	"18"	"9860.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"25"	"2688000"	"100039"	"937"	"100040"	"1000"	"100041"	"750"	
"74000400"	"0"	"0"	"455160.000000"	"16"	"2275.000000"	"1.000000"	"0"	"100039"	"125"	"-1"	"-1"	"44800"	"25"	"0"	""	""	""	""	""	""	
"74000401"	"1"	"0"	"515848.000000"	"16"	"2578.000000"	"1.000000"	"0"	"100039"	"250"	"-1"	"-1"	"89600"	"25"	"22400"	"100039"	"62"	""	""	""	""	
"74000402"	"2"	"0"	"576536.000000"	"16"	"2881.000000"	"0.900000"	"42"	"100039"	"375"	"-1"	"-1"	"134400"	"25"	"67200"	"100039"	"187"	""	""	""	""	
"74000403"	"3"	"0"	"637224.000000"	"16"	"3185.000000"	"0.800000"	"125"	"100039"	"500"	"-1"	"-1"	"179200"	"25"	"134400"	"100039"	"375"	""	""	""	""	
"74000404"	"4"	"0"	"697912.000000"	"16"	"3488.000000"	"0.750000"	"209"	"100039"	"625"	"-1"	"-1"	"224000"	"25"	"224000"	"100039"	"625"	""	""	""	""	
"74000405"	"5"	"0"	"758600.000000"	"16"	"3792.000000"	"0.700000"	"134"	"100040"	"125"	"-1"	"-1"	"268800"	"25"	"336000"	"100039"	"937"	""	""	""	""	
"74000406"	"6"	"0"	"849632.000000"	"16"	"4247.000000"	"0.650000"	"254"	"100040"	"188"	"-1"	"-1"	"313600"	"25"	"470400"	"100039"	"937"	"100040"	"100"	""	""	
"74000407"	"7"	"0"	"940664.000000"	"16"	"4702.000000"	"0.600000"	"417"	"100040"	"250"	"-1"	"-1"	"358400"	"25"	"627200"	"100039"	"937"	"100040"	"250"	""	""	
"74000408"	"8"	"0"	"1031696.000000"	"16"	"5157.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"403200"	"25"	"806400"	"100039"	"937"	"100040"	"450"	""	""	
"74000409"	"9"	"0"	"1122728.000000"	"16"	"5612.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"448000"	"25"	"1008000"	"100039"	"937"	"100040"	"700"	""	""	
"74000410"	"10"	"0"	"1213760.000000"	"16"	"6067.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"492800"	"25"	"1232000"	"100039"	"937"	"100040"	"1000"	""	""	
"74000411"	"11"	"0"	"1365480.000000"	"16"	"6826.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"537600"	"25"	"1478400"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"74000412"	"12"	"0"	"1517200.000000"	"16"	"7585.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"582400"	"25"	"1747200"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"74000413"	"13"	"0"	"1668920.000000"	"16"	"8343.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"627200"	"25"	"2038400"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"74000414"	"14"	"0"	"1820640.000000"	"16"	"9102.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"672000"	"25"	"2352000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
"74000415"	"15"	"0"	"1972360.000000"	"16"	"9860.000000"	"-1.000000"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	"25"	"2688000"	"100039"	"937"	"100040"	"1000"	"100041"	"750"	
"74000500"	"0"	"0"	"455160.000000"	"8"	"2275.000000"	"1.000000"	"0"	"100039"	"125"	"-1"	"-1"	"44800"	"25"	"0"	""	""	""	""	""	""	
"74000501"	"1"	"0"	"515848.000000"	"8"	"2578.000000"	"1.000000"	"0"	"100039"	"250"	"-1"	"-1"	"89600"	"25"	"22400"	"100039"	"62"	""	""	""	""	
"74000502"	"2"	"0"	"576536.000000"	"8"	"2881.000000"	"0.900000"	"42"	"100039"	"375"	"-1"	"-1"	"134400"	"25"	"67200"	"100039"	"187"	""	""	""	""	
"74000503"	"3"	"0"	"637224.000000"	"8"	"3185.000000"	"0.800000"	"125"	"100039"	"500"	"-1"	"-1"	"179200"	"25"	"134400"	"100039"	"375"	""	""	""	""	
"74000504"	"4"	"0"	"697912.000000"	"8"	"3488.000000"	"0.750000"	"209"	"100039"	"625"	"-1"	"-1"	"224000"	"25"	"224000"	"100039"	"625"	""	""	""	""	
"74000505"	"5"	"0"	"758600.000000"	"8"	"3792.000000"	"0.700000"	"134"	"100040"	"125"	"-1"	"-1"	"268800"	"25"	"336000"	"100039"	"937"	""	""	""	""	
"74000506"	"6"	"0"	"849632.000000"	"8"	"4247.000000"	"0.650000"	"254"	"100040"	"188"	"-1"	"-1"	"313600"	"25"	"470400"	"100039"	"937"	"100040"	"100"	""	""	
"74000507"	"7"	"0"	"940664.000000"	"8"	"4702.000000"	"0.600000"	"417"	"100040"	"250"	"-1"	"-1"	"358400"	"25"	"627200"	"100039"	"937"	"100040"	"250"	""	""	
"74000508"	"8"	"0"	"1031696.000000"	"8"	"5157.000000"	"0.550000"	"641"	"100040"	"313"	"-1"	"-1"	"403200"	"25"	"806400"	"100039"	"937"	"100040"	"450"	""	""	
"74000509"	"9"	"0"	"1122728.000000"	"8"	"5612.000000"	"0.500000"	"938"	"100040"	"375"	"-1"	"-1"	"448000"	"25"	"1008000"	"100039"	"937"	"100040"	"700"	""	""	
"74000510"	"10"	"0"	"1213760.000000"	"8"	"6067.000000"	"0.500000"	"1500"	"100041"	"100"	"-1"	"-1"	"492800"	"25"	"1232000"	"100039"	"937"	"100040"	"1000"	""	""	
"74000511"	"11"	"0"	"1365480.000000"	"8"	"6826.000000"	"0.500000"	"2157"	"100041"	"125"	"-1"	"-1"	"537600"	"25"	"1478400"	"100039"	"937"	"100040"	"1000"	"100041"	"100"	
"74000512"	"12"	"0"	"1517200.000000"	"8"	"7585.000000"	"0.500000"	"3150"	"100041"	"150"	"-1"	"-1"	"582400"	"25"	"1747200"	"100039"	"937"	"100040"	"1000"	"100041"	"225"	
"74000513"	"13"	"0"	"1668920.000000"	"8"	"8343.000000"	"0.500000"	"4463"	"100041"	"175"	"-1"	"-1"	"627200"	"25"	"2038400"	"100039"	"937"	"100040"	"1000"	"100041"	"375"	
"74000514"	"14"	"0"	"1820640.000000"	"8"	"9102.000000"	"0.500000"	"6600"	"100041"	"200"	"-1"	"-1"	"672000"	"25"	"2352000"	"100039"	"937"	"100040"	"1000"	"100041"	"550"	
