"id，1000开始为怪物随机技能；40000和70000开始为龙的触发性技能；80000开始为装备魂链占用"	"效果名称"	"效果图标"	"描述"	"触发时机0=施法时1=攻击结算时2=受击结算时3=攻击结算前4=攻击结算后5=受击结算前6=受击结算后--begin以下作为攻击者触发7=击中目标时8=目标格档时9=目标闪避时10=暴击时--end--begin以下作为受击者触发11=被击中时12=格档时13=闪避时14=被暴击时---end15=击杀目标时16=被击杀时17=计算击退时(仅用于击退)18=每秒"	"触发的效果类型"	"条件判断脚本名称"	"触发的效果类型索引(不填,程序用)"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数4"	"效果参数5"	"效果参数6"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数4"	"效果参数5"	"效果参数6"	"条件:内置cd(毫秒)0=无cd"	"条件:触发几率(毫秒)1=100%"	"条件:目标生命值0=值1=百分比(1=100%)负数=无条件"	"条件:目标生命值"	"效果参数1等级修正"	"效果参数2等级修正"	"效果参数3等级修正"	"效果参数4等级修正"	"效果参数5等级修正"	"效果参数6等级修正"	"效果参数1等级修正"	"效果参数2等级修正"	"效果参数3等级修正"	"效果参数4等级修正"	"效果参数5等级修正"	"效果参数6等级修正"	"条件:触发几率(毫秒)1=100%等级修正"	"同技能允许触发次数(小等于0表示不限)"	"战斗力"	"在触发器所有者身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	"在触发器涉及其他角色（非所有者）身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	"特殊的表现txt的使用方式0.不使用特殊表现1.基于宠物播放2.基于坐骑播放"	"在触发器涉及其他角色（非所有者）身上执行的表现效果。可以调用任意数量的动作、特效等资源。"	
"50202003"	"自愈3级"	"icon_petskill_png,menglong"	"玩家释放技能时，宠物有几率立即恢复玩家[green]0.3%[-]最大生命的血量。每[green]22[-]秒最多触发1次"	"0"	"castaura_on_self"	""	""	"50202003"	"1"	""	""	""	""	""	""	""	""	""	""	"22000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4402_linghu_shifa.act.txt"	
"50202004"	"自愈4级"	"icon_petskill_png,menglong"	"玩家释放技能时，宠物有几率立即恢复玩家[green]0.35%[-]最大生命的血量。每[green]22[-]秒最多触发1次"	"0"	"castaura_on_self"	""	""	"50202004"	"1"	""	""	""	""	""	""	""	""	""	""	"22000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4402_linghu_shifa.act.txt"	
"50202005"	"自愈5级"	"icon_petskill_png,menglong"	"玩家释放技能时，宠物有几率立即恢复玩家[green]0.4%[-]最大生命的血量。每[green]22[-]秒最多触发1次"	"0"	"castaura_on_self"	""	""	"50202005"	"1"	""	""	""	""	""	""	""	""	""	""	"22000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4402_linghu_shifa.act.txt"	
"50203001"	"雷袭1级"	"icon_petskill_png,feixi"	"玩家释放技能时，宠物有几率在目标位置召唤一道闪电，造成[green]4%[-]攻击力+[green]200[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50203001"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4403_xiaodiao_shifa.act.txt"	
"50203002"	"雷袭2级"	"icon_petskill_png,feixi"	"玩家释放技能时，宠物有几率在目标位置召唤一道闪电，造成[green]5%[-]攻击力+[green]400[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50203002"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4403_xiaodiao_shifa.act.txt"	
"50203003"	"雷袭3级"	"icon_petskill_png,feixi"	"玩家释放技能时，宠物有几率在目标位置召唤一道闪电，造成[green]6%[-]攻击力+[green]800[-]点伤害。每[green]20[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50203003"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4403_xiaodiao_shifa.act.txt"	
"50203004"	"雷袭4级"	"icon_petskill_png,feixi"	"玩家释放技能时，宠物有几率在目标位置召唤一道闪电，造成[green]7%[-]攻击力+[green]1600[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50203004"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4403_xiaodiao_shifa.act.txt"	
"50203005"	"雷袭5级"	"icon_petskill_png,feixi"	"玩家释放技能时，宠物有几率在目标位置召唤一道闪电，造成[green]8%[-]攻击力+[green]3500[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50203005"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.300000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4403_xiaodiao_shifa.act.txt"	
"50204001"	"炎爆1级"	"icon_petskill_png,fanji"	"玩家释放技能时，宠物有几率目标位置召唤一枚火球，造成[green]8%[-]攻击力+[green]500[-]点伤害。每[green]24[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50204001"	"1"	""	""	""	""	""	""	""	""	""	""	"24000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4404_xiaohuanxiong_shifa.act.txt"	
"50204002"	"炎爆2级"	"icon_petskill_png,fanji"	"玩家释放技能时，宠物有几率目标位置召唤一枚火球，造成[green]8%[-]攻击力+[green]500[-]点伤害。每[green]21[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50204002"	"1"	""	""	""	""	""	""	""	""	""	""	"21000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4404_xiaohuanxiong_shifa.act.txt"	
"50204003"	"炎爆3级"	"icon_petskill_png,fanji"	"玩家释放技能时，宠物有几率目标位置召唤一枚火球，造成[green]8%[-]攻击力+[green]500[-]点伤害。每[green]18[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50204003"	"1"	""	""	""	""	""	""	""	""	""	""	"18000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4404_xiaohuanxiong_shifa.act.txt"	
"50204004"	"炎爆4级"	"icon_petskill_png,fanji"	"玩家释放技能时，宠物有几率目标位置召唤一枚火球，造成[green]8%[-]攻击力+[green]500[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50204004"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4404_xiaohuanxiong_shifa.act.txt"	
"50204005"	"炎爆5级"	"icon_petskill_png,fanji"	"玩家释放技能时，宠物有几率目标位置召唤一枚火球，造成[green]8%[-]攻击力+[green]500[-]点伤害。每[green]12[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50204005"	"1"	""	""	""	""	""	""	""	""	""	""	"12000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4404_xiaohuanxiong_shifa.act.txt"	
"50205001"	"旋风1级"	"icon_petskill_png,zhenshe"	"玩家释放技能时，宠物有几率在目标位置制造一团旋风，造成[green]4%[-]攻击力+[green]250[-]点伤害。每[green]10[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50205001"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4405_jiangxiaohu_shifa.act.txt"	
"50205002"	"旋风2级"	"icon_petskill_png,zhenshe"	"玩家释放技能时，宠物有几率在目标位置制造一团旋风，造成[green]5%[-]攻击力+[green]500[-]点伤害。每[green]10[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50205002"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4405_jiangxiaohu_shifa.act.txt"	
"50205003"	"旋风3级"	"icon_petskill_png,zhenshe"	"玩家释放技能时，宠物有几率在目标位置制造一团旋风，造成[green]6%[-]攻击力+[green]1000[-]点伤害。每[green]10[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50205003"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4405_jiangxiaohu_shifa.act.txt"	
"50205004"	"旋风4级"	"icon_petskill_png,zhenshe"	"玩家释放技能时，宠物有几率在目标位置制造一团旋风，造成[green]7%[-]攻击力+[green]2000[-]点伤害。每[green]10[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50205004"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4405_jiangxiaohu_shifa.act.txt"	
"50205005"	"旋风5级"	"icon_petskill_png,zhenshe"	"玩家释放技能时，宠物有几率在目标位置制造一团旋风，造成[green]8%[-]攻击力+[green]4000[-]点伤害。每[green]10[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50205005"	"1"	""	""	""	""	""	""	""	""	""	""	"10000"	"0.200000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4405_jiangxiaohu_shifa.act.txt"	
"50206001"	"八卦阵1级"	"icon_petskill_png,jingqi"	"玩家受到攻击时，宠物有一定几率提升玩家[green]6%[-]闪避率，持续[green]5[-]秒"	"11"	"castaura_on_self"	""	""	"50206001"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4406_xianhe_shifang.act.txt"	
"50206002"	"八卦阵2级"	"icon_petskill_png,jingqi"	"玩家受到攻击时，宠物有一定几率提升玩家[green]8%[-]闪避率，持续[green]5[-]秒"	"11"	"castaura_on_self"	""	""	"50206002"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4406_xianhe_shifang.act.txt"	
"50206003"	"八卦阵3级"	"icon_petskill_png,jingqi"	"玩家受到攻击时，宠物有一定几率提升玩家[green]10%[-]闪避率，持续[green]5[-]秒"	"11"	"castaura_on_self"	""	""	"50206003"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4406_xianhe_shifang.act.txt"	
"50206004"	"八卦阵4级"	"icon_petskill_png,jingqi"	"玩家受到攻击时，宠物有一定几率提升玩家[green]12%[-]闪避率，持续[green]5[-]秒"	"11"	"castaura_on_self"	""	""	"50206004"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4406_xianhe_shifang.act.txt"	
"50206005"	"八卦阵5级"	"icon_petskill_png,jingqi"	"玩家受到攻击时，宠物有一定几率提升玩家[green]14%[-]闪避率，持续[green]5[-]秒"	"11"	"castaura_on_self"	""	""	"50206005"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4406_xianhe_shifang.act.txt"	
"50207001"	"陷阱1级"	"icon_petskill_png,qigong"	"玩家释放技能时，宠物有几率在目标位置制造一个陷阱，造成[green]30%[-]减速+[green]100[-]点伤害。升级可提升触发几率"	"0"	"castmagic_on_targetposition"	""	""	"50207001"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.040000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4407_xiongmao_shifang.act.txt"	
"50207002"	"陷阱2级"	"icon_petskill_png,qigong"	"玩家释放技能时，宠物有几率在目标位置制造一个陷阱，造成[green]30%[-]减速+[green]300[-]点伤害。升级可提升触发几率"	"0"	"castmagic_on_targetposition"	""	""	"50207002"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.060000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4407_xiongmao_shifang.act.txt"	
"50207003"	"陷阱3级"	"icon_petskill_png,qigong"	"玩家释放技能时，宠物有几率在目标位置制造一个陷阱，造成[green]30%[-]减速+[green]1000[-]点伤害。升级可提升触发几率"	"0"	"castmagic_on_targetposition"	""	""	"50207003"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.080000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4407_xiongmao_shifang.act.txt"	
"50207004"	"陷阱4级"	"icon_petskill_png,qigong"	"玩家释放技能时，宠物有几率在目标位置制造一个陷阱，造成[green]30%[-]减速+[green]2000[-]点伤害。升级可提升触发几率"	"0"	"castmagic_on_targetposition"	""	""	"50207004"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.100000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4407_xiongmao_shifang.act.txt"	
"50207005"	"陷阱5级"	"icon_petskill_png,qigong"	"玩家释放技能时，宠物有几率在目标位置制造一个陷阱，造成[green]30%[-]减速+[green]4000[-]点伤害。升级可提升触发几率"	"0"	"castmagic_on_targetposition"	""	""	"50207005"	"1"	""	""	""	""	""	""	""	""	""	""	"30000"	"0.120000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4407_xiongmao_shifang.act.txt"	
"50208001"	"乱舞1级"	"icon_petskill_png,jingang"	"玩家释放技能时，宠物有几率对目标释放金箍棒乱舞，造成[green]8%[-]攻击力+[green]400[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50208001"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4408_wukong_shifa.act.txt"	
"50208002"	"乱舞2级"	"icon_petskill_png,jingang"	"玩家释放技能时，宠物有几率对目标释放金箍棒乱舞，造成[green]10%[-]攻击力+[green]800[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50208002"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4408_wukong_shifa.act.txt"	
"50208003"	"乱舞3级"	"icon_petskill_png,jingang"	"玩家释放技能时，宠物有几率对目标释放金箍棒乱舞，造成[green]12%[-]攻击力+[green]2000[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50208003"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4408_wukong_shifa.act.txt"	
"50208004"	"乱舞4级"	"icon_petskill_png,jingang"	"玩家释放技能时，宠物有几率对目标释放金箍棒乱舞，造成[green]14%[-]攻击力+[green]4000[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50208004"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4408_wukong_shifa.act.txt"	
"50208005"	"乱舞5级"	"icon_petskill_png,jingang"	"玩家释放技能时，宠物有几率对目标释放金箍棒乱舞，造成[green]16%[-]攻击力+[green]10000[-]点伤害。每[green]15[-]秒最多触发1次"	"0"	"castmagic_on_targetposition"	""	""	"50208005"	"1"	""	""	""	""	""	""	""	""	""	""	"15000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4408_wukong_shifa.act.txt"	
"50209001"	"浴火1级"	"icon_petskill_png,yuhuo"	"玩家释放技能时，宠物有一定几率提升玩家[green]4%[-]攻击力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50209001"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4409_fenghuang_shifa.act.txt"	
"50209002"	"浴火2级"	"icon_petskill_png,yuhuo"	"玩家释放技能时，宠物有一定几率提升玩家[green]5%[-]攻击力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50209002"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4409_fenghuang_shifa.act.txt"	
"50209003"	"浴火3级"	"icon_petskill_png,yuhuo"	"玩家释放技能时，宠物有一定几率提升玩家[green]6%[-]攻击力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50209003"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4409_fenghuang_shifa.act.txt"	
"50209004"	"浴火4级"	"icon_petskill_png,yuhuo"	"玩家释放技能时，宠物有一定几率提升玩家[green]7%[-]攻击力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50209004"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4409_fenghuang_shifa.act.txt"	
"50209005"	"浴火5级"	"icon_petskill_png,yuhuo"	"玩家释放技能时，宠物有一定几率提升玩家[green]8%[-]攻击力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50209005"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4409_fenghuang_shifa.act.txt"	
"50210001"	"龙魂1级"	"icon_petskill_png,longhun"	"玩家释放技能时，宠物有一定几率提升玩家[green]10%[-]防御力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50210001"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4410_qinglong_shifa.act.txt"	
"50210002"	"龙魂2级"	"icon_petskill_png,longhun"	"玩家释放技能时，宠物有一定几率提升玩家[green]13%[-]防御力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50210002"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4410_qinglong_shifa.act.txt"	
"50210003"	"龙魂3级"	"icon_petskill_png,longhun"	"玩家释放技能时，宠物有一定几率提升玩家[green]16%[-]防御力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50210003"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4410_qinglong_shifa.act.txt"	
"50210004"	"龙魂4级"	"icon_petskill_png,longhun"	"玩家释放技能时，宠物有一定几率提升玩家[green]19%[-]防御力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50210004"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4410_qinglong_shifa.act.txt"	
"50210005"	"龙魂5级"	"icon_petskill_png,longhun"	"玩家释放技能时，宠物有一定几率提升玩家[green]22%[-]防御力，持续[green]5[-]秒"	"0"	"castaura_on_self"	""	""	"50210005"	"1"	""	""	""	""	""	""	""	""	""	""	"25000"	"0.150000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1"	"4410_qinglong_shifa.act.txt"	
"70000100"	"在敌人有蓄力时降低攻击50%"	""	"在敌人有蓄力时降低攻击50%"	"3"	"castaura_on_self"	"CombatTriggerCondition10020100"	""	"70000101"	"1"	""	""	""	""	""	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"70000200"	"在敌人有集气时降低攻击50%"	""	"在敌人有集气时降低攻击50%"	"3"	"castaura_on_self"	"CombatTriggerCondition10020200"	""	"70000201"	"1"	""	""	""	""	""	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"70000300"	"在自身有虚弱时降低攻击50%"	""	"在自身有虚弱时降低攻击50%"	"3"	"castaura_on_self"	"CombatTriggerCondition10020300"	""	"70000301"	"1"	""	""	""	""	""	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"70000400"	"在自身有破甲时降低攻击50%"	""	"在自身有破甲时降低攻击50%"	"3"	"castaura_on_self"	"CombatTriggerCondition10020400"	""	"70000401"	"1"	""	""	""	""	""	""	""	""	""	""	"0"	"1.000000"	"-1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
