"判定ID"	"描述"	"效果位0x01：结算伤害，0x02：结算buff/debuff"	"区域类型1.选中目标2.原点处圆形范围加偏移圆形半径,正向偏移,左向偏移3.选中目标点处圆形范围圆形半径4.原点前方扇形范围扇形外径,左偏移角，右偏移角,扇形内径，顶点偏移5.原点前方一定距离的长条形区域长度,宽度,偏移,旋转角度(逆时针)6.选中目标点前方一定距离的长条形区域长度,宽度7.从原点到选中目标点的长条形区域宽度"	"区域参数1"	"区域参数2"	"区域参数3"	"区域参数4"	"区域参数5"	"判定延迟时间（ms）"	"目标个数上限AOE技能可攻击的最大目标个数"	"范围搜索的逻辑规则0=1次结算；1=把判定区域按照距离分成n等分，依次结算；2=把判定区域按照距离分成n等分，依次叠加结算；3=在判定区域内按照时间平滑过渡结算"	"范围搜索顺序如果搜索逻辑规则不是0，则0=从近及远进行搜索；1=由远及近进行搜索"	"范围搜索间隔如果范围搜索逻辑规则是1或2，那么就是范围搜索的时间间隔；如果范围搜索逻辑规则是3，那么就是整个平滑搜索的时间，单位ms"	"范围搜索次数"	"受击表现效果ID"	"死亡时[碎尸几率,击飞几率]<=1，都填0时播放死亡动画"	"伤害-击退类型0:普通击退1:挤开2:拉到周围"	"伤害-击退几率(0-1)"	"伤害-击退距离最小值单位m"	"伤害-击退距离最大值单位m"	"击中产生buff1"	"击中产生buff2"	"击中产生buff3"	"buff1产生几率"	"buff2产生几率"	"buff3产生几率"	"物理力类型0=无，1=左切线,2=右切线,3=方向,4=爆炸//"	"力大小"	"力偏移角度"	"力校正(Y),提供向上方向打飞的力"	"力高度0=上1=中2=下"	"反向力(上)取值为0.0到1.0,表示百分比"	"反向力(中)取值为0.0到1.0,表示百分比"	"反向力(下)取值为0.0到1.0,表示百分比"	"是否必中"	"技能伤害百分比"	"技能伤害固定值"	"属性伤害类型0=物理，1=火，2=水，3=风，4=土"	"技能伤害百分比-等级修正"	"技能伤害固定值-等级修正"	""	
"40000501"	"邪道士普攻伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"128"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000512"	"邪道士猛甩伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"128"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000540"	"邪道士普攻无特效"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000550"	"邪道士猛甩无特效"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000600"	"僧人普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000610"	"僧人纵劈"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"400"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"168"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000700"	"北魏士兵普攻"	"3"	"5"	"5.000000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"144"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000710"	"北魏士兵三连桶"	"3"	"5"	"5.000000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000711"	"北魏士兵三连桶"	"3"	"5"	"5.000000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"167"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000712"	"北魏士兵三连桶"	"3"	"5"	"5.000000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"333"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000800"	"北魏刀剑兵普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"144"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000810"	"北魏刀剑兵三连斩"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000811"	"北魏刀剑兵三连斩"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"433"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000812"	"北魏刀剑兵三连斩"	"3"	"5"	"3.500000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"1267"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000900"	"老虎普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000910"	"老虎扑击"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001000"	"山贼普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001010"	"山贼纵劈"	"3"	"5"	"3.000000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001100"	"羽林卫普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001110"	"羽林卫回旋斩"	"3"	"5"	"3.500000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001200"	"银甲守卫普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001300"	"金甲守卫普攻"	"3"	"5"	"4.500000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001400"	"士兵普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001410"	"士兵普攻2"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001500"	"精英头领普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001501"	"精英头领普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"367"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001510"	"精英头领上撩斩"	"3"	"5"	"3.500000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001601"	"宦官普攻远程伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_huo_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001611"	"宦官推掌远程伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_huo_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001700"	"雪狐撕咬"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001710"	"雪狐甩尾巴"	"3"	"4"	"3.000000"	"120.000000"	"120.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_dunqi_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001900"	"天机阁帮众普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40001910"	"天机阁帮众直刺"	"3"	"5"	"3.000000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40002001"	"太监普攻远程"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_huo_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40002011"	"太监推掌远程"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_huo_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40002100"	"北魏骑兵普攻"	"3"	"4"	"4.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40002110"	"北魏骑兵上撩斩"	"3"	"5"	"4.000000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40002300"	"天机卫普攻"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40002310"	"天机卫挥击"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"1"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"50000000"	"坐骑&宠物技能"	"3"	"4"	"4.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"50201001"	"落蛋1级"	"1"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"6"	"250"	"0"	"[[0,200,0]]"	"[[0,200,0]]"	""	
"50201002"	"落蛋2级"	"1"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"7"	"500"	"0"	"[[0,200,0]]"	"[[0,200,0]]"	""	
"50201003"	"落蛋3级"	"1"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"8"	"1000"	"0"	"[[0,200,0]]"	"[[0,200,0]]"	""	
"50201004"	"落蛋4级"	"1"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"9"	"2500"	"0"	"[[0,200,0]]"	"[[0,200,0]]"	""	
"50201005"	"落蛋5级"	"1"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"10"	"5000"	"0"	"[[0,200,0]]"	"[[0,200,0]]"	""	
"50203001"	"雷袭1级"	"1"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"4"	"200"	"0"	"[[0,200,0]]"	"[[0,200,0]]"	""	
"50203002"	"雷袭2级"	"1"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"5"	"400"	"0"	"[[0,200,0]]"	"[[0,200,0]]"	""	
"50203003"	"雷袭3级"	"1"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"1"	"6"	"800"	"0"	"[[0,200,0]]"	"[[0,200,0]]"	""	
